Namespace(csv=True, file='../../data/messages.csv', max_roomsize=None, price_per_xmpp=1e-06, vary_max_roomsize=True)
0,0.0
1,2.609712
2,5.210478
3,7.704879
4,10.069689
5,12.297213
6,14.411332
7,16.417964
8,18.34129
9,20.17878
10,21.910689
11,23.565867
12,25.154004
13,26.665074
14,28.104018
15,29.504421
16,30.8613
17,32.175556
18,33.457308
19,34.714892
20,35.940675
21,37.133779
22,38.288491
23,39.420077
24,40.51136
25,41.561199
26,42.58614
27,43.586691
28,44.565858
29,45.524318
30,46.463266
31,47.38714
32,48.280715
33,49.152077
34,50.001003
35,50.836877
36,51.659117
37,52.474679
38,53.28118
39,54.077563
40,54.862933
41,55.637078
42,56.397243
43,57.143701
44,57.884175
45,58.614875
46,59.329035
47,60.035939
48,60.729529
49,61.413812
50,62.090868
51,62.762705
52,63.426903
53,64.08221
54,64.728161
55,65.36697
56,65.999444
57,66.627303
58,67.247015
59,67.852771
60,68.444111
61,69.015713
62,69.573699
63,70.123923
64,70.661881
65,71.185722
66,71.698515
67,72.204074
68,72.699696
69,73.190442
70,73.675367
71,74.155575
72,74.626976
73,75.09317
74,75.555274
75,76.009835
76,76.459974
77,76.904829
78,77.34428
79,77.777797
80,78.205611
81,78.630799
82,79.05335
83,79.47163
84,79.886058
85,80.296919
86,80.704125
87,81.107545
88,81.500271
89,81.887586
90,82.272923
91,82.655573
92,83.029811
93,83.400541
94,83.768682
95,84.131095
96,84.487743
97,84.835544
98,85.179706
99,85.519488
100,85.853944
101,86.185682
102,86.515764
103,86.842462
104,87.161492
105,87.47687
106,87.788053
107,88.096916
108,88.403091
109,88.707639
110,89.010328
111,89.311567
112,89.609108
113,89.902525
114,90.194193
115,90.485194
116,90.775844
117,91.065952
118,91.353286
119,91.63844
120,91.919628
121,92.199074
122,92.477974
123,92.755658
124,93.03188
125,93.307264
126,93.582013
127,93.856525
128,94.129141
129,94.401627
130,94.673069
131,94.943693
132,95.213731
133,95.482264
134,95.74767
135,96.010669
136,96.268415
137,96.520284
138,96.768646
139,97.015584
140,97.260816
141,97.504573
142,97.746961
143,97.987921
144,98.227548
145,98.466271
146,98.703715
147,98.940247
148,99.175225
149,99.406374
150,99.634624
151,99.859394
152,100.077618
153,100.290635
154,100.500459
155,100.708188
156,100.914195
157,101.117791
158,101.319607
159,101.514929
160,101.70657
161,101.893758
162,102.076026
163,102.252451
164,102.426793
165,102.599179
166,102.770892
167,102.941873
168,103.112165
169,103.281871
170,103.451097
171,103.619573
172,103.78757
173,103.955419
174,104.12235
175,104.288075
176,104.452379
177,104.616407
178,104.780365
179,104.944256
180,105.107764
181,105.271158
182,105.434367
183,105.596356
184,105.758099
185,105.918826
186,106.078866
187,106.23809
188,106.396539
189,106.554965
190,106.713386
191,106.871802
192,107.030197
193,107.187426
194,107.341956
